Event,Time,NVFI_0_cpu,NVFI_0_ram,NVFI_0_vnfs,NVFI_1_cpu,NVFI_1_ram,NVFI_1_vnfs,NVFI_2_cpu,NVFI_2_ram,NVFI_2_vnfs,NVFI_3_cpu,NVFI_3_ram,NVFI_3_vnfs,NVFI_4_cpu,NVFI_4_ram,NVFI_4_vnfs,NVFI_5_cpu,NVFI_5_ram,NVFI_5_vnfs,NVFI_6_cpu,NVFI_6_ram,NVFI_6_vnfs,NVFI_7_cpu,NVFI_7_ram,NVFI_7_vnfs,NVFI_8_cpu,NVFI_8_ram,NVFI_8_vnfs,NVFI_9_cpu,NVFI_9_ram,NVFI_9_vnfs,NVFI_10_cpu,NVFI_10_ram,NVFI_10_vnfs,NVFI_11_cpu,NVFI_11_ram,NVFI_11_vnfs,NVFI_12_cpu,NVFI_12_ram,NVFI_12_vnfs,NVFI_13_cpu,NVFI_13_ram,NVFI_13_vnfs,NVFI_14_cpu,NVFI_14_ram,NVFI_14_vnfs,NVFI_15_cpu,NVFI_15_ram,NVFI_15_vnfs,NVFI_16_cpu,NVFI_16_ram,NVFI_16_vnfs,NVFI_17_cpu,NVFI_17_ram,NVFI_17_vnfs,NVFI_18_cpu,NVFI_18_ram,NVFI_18_vnfs,NVFI_19_cpu,NVFI_19_ram,NVFI_19_vnfs,NVFI_20_cpu,NVFI_20_ram,NVFI_20_vnfs,NVFI_21_cpu,NVFI_21_ram,NVFI_21_vnfs,NVFI_22_cpu,NVFI_22_ram,NVFI_22_vnfs,NVFI_23_cpu,NVFI_23_ram,NVFI_23_vnfs,NVFI_24_cpu,NVFI_24_ram,NVFI_24_vnfs,NVFI_25_cpu,NVFI_25_ram,NVFI_25_vnfs,NVFI_26_cpu,NVFI_26_ram,NVFI_26_vnfs,NVFI_27_cpu,NVFI_27_ram,NVFI_27_vnfs,NVFI_28_cpu,NVFI_28_ram,NVFI_28_vnfs,NVFI_29_cpu,NVFI_29_ram,NVFI_29_vnfs,NVFI_30_cpu,NVFI_30_ram,NVFI_30_vnfs,NVFI_31_cpu,NVFI_31_ram,NVFI_31_vnfs,NVFI_32_cpu,NVFI_32_ram,NVFI_32_vnfs,NVFI_33_cpu,NVFI_33_ram,NVFI_33_vnfs,NVFI_34_cpu,NVFI_34_ram,NVFI_34_vnfs,NVFI_35_cpu,NVFI_35_ram,NVFI_35_vnfs,NVFI_36_cpu,NVFI_36_ram,NVFI_36_vnfs,NVFI_37_cpu,NVFI_37_ram,NVFI_37_vnfs,NVFI_38_cpu,NVFI_38_ram,NVFI_38_vnfs,NVFI_39_cpu,NVFI_39_ram,NVFI_39_vnfs,NVFI_40_cpu,NVFI_40_ram,NVFI_40_vnfs,NVFI_41_cpu,NVFI_41_ram,NVFI_41_vnfs,NVFI_42_cpu,NVFI_42_ram,NVFI_42_vnfs,NVFI_43_cpu,NVFI_43_ram,NVFI_43_vnfs,NVFI_44_cpu,NVFI_44_ram,NVFI_44_vnfs,NVFI_45_cpu,NVFI_45_ram,NVFI_45_vnfs,NVFI_46_cpu,NVFI_46_ram,NVFI_46_vnfs,NVFI_47_cpu,NVFI_47_ram,NVFI_47_vnfs
+,219.0,112,499799,"['f85v1', 'f85v2', 'f85v3', 'f85v4', 'f85v5', 'f92v1', 'f92v2', 'f92v4', 'f93v1', 'f93v2', 'f93v3', 'f93v4', 'f84v2', 'f84v3', 'f84v4', 'f87v3', 'f87v4', 'f87v5', 'f87v6', 'f89v2', 'f89v3', 'f89v4', 'f89v5', 'f89v6', 'f90v1', 'f90v2', 'f90v3', 'f90v4', 'f90v5', 'f96v2', 'f96v3', 'f96v4', 'f96v5', 'f96v6', 'f98v1', 'f98v2', 'f100v1', 'f100v2', 'f100v3', 'f100v4', 'f100v5', 'f100v6']",145,499857,"['f92v3', 'f93v5', 'f93v6', 'f82v1', 'f82v2', 'f82v3', 'f82v4', 'f82v5', 'f84v1', 'f84v5', 'f84v6', 'f84v7', 'f87v2', 'f89v1', 'f98v3', 'f98v4', 'f98v5', 'f98v6', 'f98v7', 'f100v7', 'f101v1', 'f101v2', 'f101v3', 'f101v4', 'f101v5']",356,499967,"['f86v5', 'f86v6', 'f86v7', 'f87v1', 'f100v8', 'f101v6', 'f101v7', 'f101v8']",423,499991,"['f86v3', 'f86v4']",426,499974,"['f99v2', 'f99v3', 'f99v4', 'f87v7', 'f100v0']",246,499961,"['f99v1', 'f99v5', 'f86v1', 'f86v2', 'f102v0', 'f102v1', 'f102v3']",488,499986,"['f94v4', 'f99v6', 'f99v7']",289,500000,[],487,499997,['f95v3'],335,499994,['f98v8'],293,500000,[],422,499998,['f101v9'],168,500000,[],168,499994,"['f94v0', 'f99v0']",497,500000,[],150,500000,[],335,499988,"['f95v0', 'f95v1', 'f95v2', 'f95v4']",392,499996,['f92v5'],395,499994,['f92v0'],320,499998,['f96v1'],384,499989,"['f94v1', 'f94v2', 'f94v3']",459,500000,[],379,499994,"['f86v0', 'f90v0']",305,499988,"['f89v0', 'f90v6']",467,500000,[],277,500000,[],372,499998,['f85v6'],481,500000,[],375,500000,[],453,500000,[],437,500000,[],161,500000,[],456,499996,['f101v0'],376,499992,"['f85v0', 'f82v0']",106,500000,[],485,500000,[],371,499996,['f100v9'],115,499982,"['f99v8', 'f102v2', 'f102v4']",165,500000,[],395,499987,"['f89v7', 'f98v0']",453,500000,[],114,499998,['f82v6'],327,500000,[],342,499997,['f93v0'],425,499994,['f87v0'],231,499990,"['f84v0', 'f96v0']",164,499998,['f86v8'],112,499999,['f84v8']
+,219.0,106,499786,"['f85v1', 'f85v2', 'f85v3', 'f85v4', 'f85v5', 'f92v1', 'f92v2', 'f92v4', 'f93v1', 'f93v2', 'f93v3', 'f93v4', 'f84v2', 'f84v3', 'f84v4', 'f87v3', 'f87v4', 'f87v5', 'f87v6', 'f89v2', 'f89v3', 'f89v4', 'f89v5', 'f89v6', 'f90v1', 'f90v2', 'f90v3', 'f90v4', 'f90v5', 'f96v2', 'f96v3', 'f96v4', 'f96v5', 'f96v6', 'f98v1', 'f98v2', 'f100v1', 'f100v2', 'f100v3', 'f100v4', 'f100v5', 'f100v6', 'f103v5', 'f103v6']",115,499837,"['f92v3', 'f93v5', 'f93v6', 'f82v1', 'f82v2', 'f82v3', 'f82v4', 'f82v5', 'f84v1', 'f84v5', 'f84v6', 'f84v7', 'f87v2', 'f89v1', 'f98v3', 'f98v4', 'f98v5', 'f98v6', 'f98v7', 'f100v7', 'f101v1', 'f101v2', 'f101v3', 'f101v4', 'f101v5', 'f103v1', 'f103v2', 'f103v3', 'f103v4', 'f103v7']",356,499967,"['f86v5', 'f86v6', 'f86v7', 'f87v1', 'f100v8', 'f101v6', 'f101v7', 'f101v8']",423,499991,"['f86v3', 'f86v4']",426,499974,"['f99v2', 'f99v3', 'f99v4', 'f87v7', 'f100v0']",246,499961,"['f99v1', 'f99v5', 'f86v1', 'f86v2', 'f102v0', 'f102v1', 'f102v3']",488,499986,"['f94v4', 'f99v6', 'f99v7']",289,500000,[],487,499997,['f95v3'],335,499994,['f98v8'],293,500000,[],422,499998,['f101v9'],168,500000,[],168,499994,"['f94v0', 'f99v0']",497,500000,[],150,500000,[],335,499988,"['f95v0', 'f95v1', 'f95v2', 'f95v4']",392,499996,['f92v5'],395,499994,['f92v0'],320,499998,['f96v1'],384,499989,"['f94v1', 'f94v2', 'f94v3']",459,500000,[],379,499994,"['f86v0', 'f90v0']",305,499988,"['f89v0', 'f90v6']",467,500000,[],277,500000,[],368,499993,"['f85v6', 'f103v8']",481,500000,[],375,500000,[],453,500000,[],437,500000,[],161,500000,[],456,499996,['f101v0'],376,499992,"['f85v0', 'f82v0']",106,500000,[],485,500000,[],371,499996,['f100v9'],114,499974,"['f99v8', 'f102v2', 'f102v4', 'f103v0']",165,500000,[],395,499987,"['f89v7', 'f98v0']",453,500000,[],114,499998,['f82v6'],327,500000,[],342,499997,['f93v0'],425,499994,['f87v0'],231,499990,"['f84v0', 'f96v0']",164,499998,['f86v8'],112,499999,['f84v8']
+,219.0,94,499773,"['f85v1', 'f85v2', 'f85v3', 'f85v4', 'f85v5', 'f92v1', 'f92v2', 'f92v4', 'f93v1', 'f93v2', 'f93v3', 'f93v4', 'f84v2', 'f84v3', 'f84v4', 'f87v3', 'f87v4', 'f87v5', 'f87v6', 'f89v2', 'f89v3', 'f89v4', 'f89v5', 'f89v6', 'f90v1', 'f90v2', 'f90v3', 'f90v4', 'f90v5', 'f96v2', 'f96v3', 'f96v4', 'f96v5', 'f96v6', 'f98v1', 'f98v2', 'f100v1', 'f100v2', 'f100v3', 'f100v4', 'f100v5', 'f100v6', 'f103v5', 'f103v6', 'f104v4', 'f104v5']",100,499812,"['f92v3', 'f93v5', 'f93v6', 'f82v1', 'f82v2', 'f82v3', 'f82v4', 'f82v5', 'f84v1', 'f84v5', 'f84v6', 'f84v7', 'f87v2', 'f89v1', 'f98v3', 'f98v4', 'f98v5', 'f98v6', 'f98v7', 'f100v7', 'f101v1', 'f101v2', 'f101v3', 'f101v4', 'f101v5', 'f103v1', 'f103v2', 'f103v3', 'f103v4', 'f103v7', 'f104v1', 'f104v3', 'f104v6', 'f104v7']",356,499967,"['f86v5', 'f86v6', 'f86v7', 'f87v1', 'f100v8', 'f101v6', 'f101v7', 'f101v8']",423,499991,"['f86v3', 'f86v4']",426,499974,"['f99v2', 'f99v3', 'f99v4', 'f87v7', 'f100v0']",246,499961,"['f99v1', 'f99v5', 'f86v1', 'f86v2', 'f102v0', 'f102v1', 'f102v3']",488,499986,"['f94v4', 'f99v6', 'f99v7']",289,500000,[],487,499997,['f95v3'],335,499994,['f98v8'],293,500000,[],422,499998,['f101v9'],168,500000,[],168,499994,"['f94v0', 'f99v0']",497,500000,[],150,500000,[],335,499988,"['f95v0', 'f95v1', 'f95v2', 'f95v4']",392,499996,['f92v5'],395,499994,['f92v0'],320,499998,['f96v1'],384,499989,"['f94v1', 'f94v2', 'f94v3']",459,500000,[],379,499994,"['f86v0', 'f90v0']",305,499988,"['f89v0', 'f90v6']",467,500000,[],277,500000,[],368,499993,"['f85v6', 'f103v8']",481,500000,[],375,500000,[],453,500000,[],437,500000,[],161,500000,[],456,499996,['f101v0'],376,499992,"['f85v0', 'f82v0']",106,500000,[],485,500000,[],371,499996,['f100v9'],114,499974,"['f99v8', 'f102v2', 'f102v4', 'f103v0']",165,500000,[],395,499987,"['f89v7', 'f98v0']",453,500000,[],114,499998,['f82v6'],327,500000,[],338,499996,"['f93v0', 'f104v0']",420,499990,"['f87v0', 'f104v2']",231,499990,"['f84v0', 'f96v0']",164,499998,['f86v8'],112,499999,['f84v8']
-,219.26175928291735,116,499800,"['f85v1', 'f85v2', 'f85v3', 'f85v4', 'f85v5', 'f92v1', 'f92v2', 'f92v4', 'f93v1', 'f93v2', 'f93v3', 'f93v4', 'f84v2', 'f84v3', 'f84v4', 'f87v3', 'f87v4', 'f87v5', 'f87v6', 'f89v2', 'f89v3', 'f89v4', 'f89v5', 'f89v6', 'f96v2', 'f96v3', 'f96v4', 'f96v5', 'f96v6', 'f98v1', 'f98v2', 'f100v1', 'f100v2', 'f100v3', 'f100v4', 'f100v5', 'f100v6', 'f103v5', 'f103v6', 'f104v4', 'f104v5']",100,499812,"['f92v3', 'f93v5', 'f93v6', 'f82v1', 'f82v2', 'f82v3', 'f82v4', 'f82v5', 'f84v1', 'f84v5', 'f84v6', 'f84v7', 'f87v2', 'f89v1', 'f98v3', 'f98v4', 'f98v5', 'f98v6', 'f98v7', 'f100v7', 'f101v1', 'f101v2', 'f101v3', 'f101v4', 'f101v5', 'f103v1', 'f103v2', 'f103v3', 'f103v4', 'f103v7', 'f104v1', 'f104v3', 'f104v6', 'f104v7']",356,499967,"['f86v5', 'f86v6', 'f86v7', 'f87v1', 'f100v8', 'f101v6', 'f101v7', 'f101v8']",423,499991,"['f86v3', 'f86v4']",426,499974,"['f99v2', 'f99v3', 'f99v4', 'f87v7', 'f100v0']",246,499961,"['f99v1', 'f99v5', 'f86v1', 'f86v2', 'f102v0', 'f102v1', 'f102v3']",488,499986,"['f94v4', 'f99v6', 'f99v7']",289,500000,[],487,499997,['f95v3'],335,499994,['f98v8'],293,500000,[],422,499998,['f101v9'],168,500000,[],168,499994,"['f94v0', 'f99v0']",497,500000,[],150,500000,[],335,499988,"['f95v0', 'f95v1', 'f95v2', 'f95v4']",392,499996,['f92v5'],395,499994,['f92v0'],320,499998,['f96v1'],384,499989,"['f94v1', 'f94v2', 'f94v3']",459,500000,[],383,499999,['f86v0'],306,499996,['f89v0'],467,500000,[],277,500000,[],368,499993,"['f85v6', 'f103v8']",481,500000,[],375,500000,[],453,500000,[],437,500000,[],161,500000,[],456,499996,['f101v0'],376,499992,"['f85v0', 'f82v0']",106,500000,[],485,500000,[],371,499996,['f100v9'],114,499974,"['f99v8', 'f102v2', 'f102v4', 'f103v0']",165,500000,[],395,499987,"['f89v7', 'f98v0']",453,500000,[],114,499998,['f82v6'],327,500000,[],338,499996,"['f93v0', 'f104v0']",420,499990,"['f87v0', 'f104v2']",231,499990,"['f84v0', 'f96v0']",164,499998,['f86v8'],112,499999,['f84v8']
-,219.31604154340113,116,499800,"['f85v1', 'f85v2', 'f85v3', 'f85v4', 'f85v5', 'f92v1', 'f92v2', 'f92v4', 'f93v1', 'f93v2', 'f93v3', 'f93v4', 'f84v2', 'f84v3', 'f84v4', 'f87v3', 'f87v4', 'f87v5', 'f87v6', 'f89v2', 'f89v3', 'f89v4', 'f89v5', 'f89v6', 'f96v2', 'f96v3', 'f96v4', 'f96v5', 'f96v6', 'f98v1', 'f98v2', 'f100v1', 'f100v2', 'f100v3', 'f100v4', 'f100v5', 'f100v6', 'f103v5', 'f103v6', 'f104v4', 'f104v5']",128,499839,"['f92v3', 'f93v5', 'f93v6', 'f84v1', 'f84v5', 'f84v6', 'f84v7', 'f87v2', 'f89v1', 'f98v3', 'f98v4', 'f98v5', 'f98v6', 'f98v7', 'f100v7', 'f101v1', 'f101v2', 'f101v3', 'f101v4', 'f101v5', 'f103v1', 'f103v2', 'f103v3', 'f103v4', 'f103v7', 'f104v1', 'f104v3', 'f104v6', 'f104v7']",356,499967,"['f86v5', 'f86v6', 'f86v7', 'f87v1', 'f100v8', 'f101v6', 'f101v7', 'f101v8']",423,499991,"['f86v3', 'f86v4']",426,499974,"['f99v2', 'f99v3', 'f99v4', 'f87v7', 'f100v0']",246,499961,"['f99v1', 'f99v5', 'f86v1', 'f86v2', 'f102v0', 'f102v1', 'f102v3']",488,499986,"['f94v4', 'f99v6', 'f99v7']",289,500000,[],487,499997,['f95v3'],335,499994,['f98v8'],293,500000,[],422,499998,['f101v9'],168,500000,[],168,499994,"['f94v0', 'f99v0']",497,500000,[],150,500000,[],335,499988,"['f95v0', 'f95v1', 'f95v2', 'f95v4']",392,499996,['f92v5'],395,499994,['f92v0'],320,499998,['f96v1'],384,499989,"['f94v1', 'f94v2', 'f94v3']",459,500000,[],383,499999,['f86v0'],306,499996,['f89v0'],467,500000,[],277,500000,[],368,499993,"['f85v6', 'f103v8']",481,500000,[],375,500000,[],453,500000,[],437,500000,[],161,500000,[],456,499996,['f101v0'],380,499993,['f85v0'],106,500000,[],485,500000,[],371,499996,['f100v9'],114,499974,"['f99v8', 'f102v2', 'f102v4', 'f103v0']",165,500000,[],395,499987,"['f89v7', 'f98v0']",453,500000,[],123,500000,[],327,500000,[],338,499996,"['f93v0', 'f104v0']",420,499990,"['f87v0', 'f104v2']",231,499990,"['f84v0', 'f96v0']",164,499998,['f86v8'],112,499999,['f84v8']
-,219.64984642445182,140,499839,"['f85v1', 'f85v2', 'f85v3', 'f85v4', 'f85v5', 'f92v1', 'f92v2', 'f92v4', 'f93v1', 'f93v2', 'f93v3', 'f93v4', 'f84v2', 'f84v3', 'f84v4', 'f87v3', 'f87v4', 'f87v5', 'f87v6', 'f89v2', 'f89v3', 'f89v4', 'f89v5', 'f89v6', 'f96v2', 'f96v3', 'f96v4', 'f96v5', 'f96v6', 'f98v1', 'f98v2', 'f103v5', 'f103v6', 'f104v4', 'f104v5']",132,499840,"['f92v3', 'f93v5', 'f93v6', 'f84v1', 'f84v5', 'f84v6', 'f84v7', 'f87v2', 'f89v1', 'f98v3', 'f98v4', 'f98v5', 'f98v6', 'f98v7', 'f101v1', 'f101v2', 'f101v3', 'f101v4', 'f101v5', 'f103v1', 'f103v2', 'f103v3', 'f103v4', 'f103v7', 'f104v1', 'f104v3', 'f104v6', 'f104v7']",365,499969,"['f86v5', 'f86v6', 'f86v7', 'f87v1', 'f101v6', 'f101v7', 'f101v8']",423,499991,"['f86v3', 'f86v4']",434,499977,"['f99v2', 'f99v3', 'f99v4', 'f87v7']",246,499961,"['f99v1', 'f99v5', 'f86v1', 'f86v2', 'f102v0', 'f102v1', 'f102v3']",488,499986,"['f94v4', 'f99v6', 'f99v7']",289,500000,[],487,499997,['f95v3'],335,499994,['f98v8'],293,500000,[],422,499998,['f101v9'],168,500000,[],168,499994,"['f94v0', 'f99v0']",497,500000,[],150,500000,[],335,499988,"['f95v0', 'f95v1', 'f95v2', 'f95v4']",392,499996,['f92v5'],395,499994,['f92v0'],320,499998,['f96v1'],384,499989,"['f94v1', 'f94v2', 'f94v3']",459,500000,[],383,499999,['f86v0'],306,499996,['f89v0'],467,500000,[],277,500000,[],368,499993,"['f85v6', 'f103v8']",481,500000,[],375,500000,[],453,500000,[],437,500000,[],161,500000,[],456,499996,['f101v0'],380,499993,['f85v0'],106,500000,[],485,500000,[],375,500000,[],114,499974,"['f99v8', 'f102v2', 'f102v4', 'f103v0']",165,500000,[],395,499987,"['f89v7', 'f98v0']",453,500000,[],123,500000,[],327,500000,[],338,499996,"['f93v0', 'f104v0']",420,499990,"['f87v0', 'f104v2']",231,499990,"['f84v0', 'f96v0']",164,499998,['f86v8'],112,499999,['f84v8']
t,220.0,137,499818,"['f85v1', 'f85v2', 'f85v3', 'f85v4', 'f85v5', 'f92v1', 'f92v2', 'f92v4', 'f93v1', 'f93v2', 'f93v3', 'f93v4', 'f87v3', 'f87v4', 'f87v5', 'f87v6', 'f89v2', 'f89v3', 'f89v4', 'f89v5', 'f89v6', 'f96v2', 'f96v3', 'f96v4', 'f96v5', 'f96v6', 'f98v1', 'f98v2', 'f103v5', 'f103v6', 'f104v4', 'f104v5', 'f84v1', 'f84v2', 'f84v5', 'f84v6', 'f84v7']",135,499861,"['f92v3', 'f93v5', 'f93v6', 'f87v2', 'f89v1', 'f98v3', 'f98v4', 'f98v5', 'f98v6', 'f98v7', 'f101v1', 'f101v2', 'f101v3', 'f101v4', 'f101v5', 'f103v1', 'f103v2', 'f103v3', 'f103v4', 'f103v7', 'f104v1', 'f104v3', 'f104v6', 'f104v7', 'f84v3', 'f84v4']",365,499969,"['f86v5', 'f86v6', 'f86v7', 'f87v1', 'f101v6', 'f101v7', 'f101v8']",423,499991,"['f86v3', 'f86v4']",434,499977,"['f99v2', 'f99v3', 'f99v4', 'f87v7']",246,499961,"['f99v1', 'f99v5', 'f86v1', 'f86v2', 'f102v0', 'f102v1', 'f102v3']",488,499986,"['f94v4', 'f99v6', 'f99v7']",289,500000,[],487,499997,['f95v3'],335,499994,['f98v8'],293,500000,[],422,499998,['f101v9'],168,500000,[],168,499994,"['f94v0', 'f99v0']",497,500000,[],150,500000,[],335,499988,"['f95v0', 'f95v1', 'f95v2', 'f95v4']",392,499996,['f92v5'],395,499994,['f92v0'],320,499998,['f96v1'],384,499989,"['f94v1', 'f94v2', 'f94v3']",459,500000,[],383,499999,['f86v0'],306,499996,['f89v0'],467,500000,[],277,500000,[],368,499993,"['f85v6', 'f103v8']",481,500000,[],375,500000,[],453,500000,[],437,500000,[],161,500000,[],456,499996,['f101v0'],380,499993,['f85v0'],106,500000,[],485,500000,[],375,500000,[],114,499974,"['f99v8', 'f102v2', 'f102v4', 'f103v0']",165,500000,[],395,499987,"['f89v7', 'f98v0']",453,500000,[],123,500000,[],327,500000,[],338,499996,"['f93v0', 'f104v0']",420,499990,"['f87v0', 'f104v2']",231,499990,"['f96v0', 'f84v0']",164,499998,['f86v8'],112,499999,['f84v8']
t,220.0,123,499807,"['f85v1', 'f85v2', 'f85v3', 'f85v4', 'f85v5', 'f92v1', 'f92v2', 'f92v4', 'f93v1', 'f93v2', 'f93v3', 'f93v4', 'f87v3', 'f87v4', 'f87v5', 'f87v6', 'f89v2', 'f89v3', 'f89v4', 'f89v5', 'f89v6', 'f96v2', 'f96v3', 'f96v4', 'f96v5', 'f96v6', 'f98v1', 'f98v2', 'f103v5', 'f103v6', 'f104v4', 'f104v5', 'f84v1', 'f84v2', 'f84v5', 'f84v6', 'f84v7', 'f86v1', 'f86v2']",127,499858,"['f92v3', 'f93v5', 'f93v6', 'f87v2', 'f89v1', 'f98v3', 'f98v4', 'f98v5', 'f98v6', 'f98v7', 'f101v1', 'f101v2', 'f101v3', 'f101v4', 'f101v5', 'f103v1', 'f103v2', 'f103v3', 'f103v4', 'f103v7', 'f104v1', 'f104v3', 'f104v6', 'f104v7', 'f84v3', 'f84v4', 'f86v3']",362,499963,"['f87v1', 'f101v6', 'f101v7', 'f101v8', 'f86v4', 'f86v5', 'f86v6', 'f86v7']",434,500000,[],434,499977,"['f99v2', 'f99v3', 'f99v4', 'f87v7']",260,499972,"['f99v1', 'f99v5', 'f102v0', 'f102v1', 'f102v3']",488,499986,"['f94v4', 'f99v6', 'f99v7']",289,500000,[],487,499997,['f95v3'],335,499994,['f98v8'],293,500000,[],422,499998,['f101v9'],168,500000,[],168,499994,"['f94v0', 'f99v0']",497,500000,[],150,500000,[],335,499988,"['f95v0', 'f95v1', 'f95v2', 'f95v4']",392,499996,['f92v5'],395,499994,['f92v0'],320,499998,['f96v1'],384,499989,"['f94v1', 'f94v2', 'f94v3']",459,500000,[],383,499999,['f86v0'],306,499996,['f89v0'],467,500000,[],277,500000,[],368,499993,"['f85v6', 'f103v8']",481,500000,[],375,500000,[],453,500000,[],437,500000,[],161,500000,[],456,499996,['f101v0'],380,499993,['f85v0'],106,500000,[],485,500000,[],375,500000,[],114,499974,"['f99v8', 'f102v2', 'f102v4', 'f103v0']",165,500000,[],395,499987,"['f89v7', 'f98v0']",453,500000,[],123,500000,[],327,500000,[],338,499996,"['f93v0', 'f104v0']",420,499990,"['f87v0', 'f104v2']",231,499990,"['f96v0', 'f84v0']",164,499998,['f86v8'],112,499999,['f84v8']
t,220.0,139,499831,"['f85v1', 'f85v2', 'f85v3', 'f85v4', 'f85v5', 'f92v1', 'f92v2', 'f92v4', 'f93v1', 'f93v2', 'f93v3', 'f93v4', 'f89v2', 'f89v3', 'f89v4', 'f89v5', 'f89v6', 'f96v2', 'f96v3', 'f96v4', 'f96v5', 'f96v6', 'f98v1', 'f98v2', 'f103v5', 'f103v6', 'f104v4', 'f104v5', 'f84v1', 'f84v2', 'f84v5', 'f84v6', 'f84v7', 'f86v1', 'f86v2']",131,499863,"['f92v3', 'f93v5', 'f93v6', 'f89v1', 'f98v3', 'f98v4', 'f98v5', 'f98v6', 'f98v7', 'f101v1', 'f101v2', 'f101v3', 'f101v4', 'f101v5', 'f103v1', 'f103v2', 'f103v3', 'f103v4', 'f103v7', 'f104v1', 'f104v3', 'f104v6', 'f104v7', 'f84v3', 'f84v4', 'f86v3']",354,499938,"['f101v6', 'f101v7', 'f101v8', 'f86v4', 'f86v5', 'f86v6', 'f86v7', 'f87v2', 'f87v3', 'f87v4', 'f87v5']",426,499997,['f87v6'],434,499977,"['f99v2', 'f99v3', 'f99v4', 'f87v7']",260,499972,"['f99v1', 'f99v5', 'f102v0', 'f102v1', 'f102v3']",488,499986,"['f94v4', 'f99v6', 'f99v7']",289,500000,[],487,499997,['f95v3'],335,499994,['f98v8'],293,500000,[],422,499998,['f101v9'],168,500000,[],168,499994,"['f94v0', 'f99v0']",497,500000,[],150,500000,[],335,499988,"['f95v0', 'f95v1', 'f95v2', 'f95v4']",392,499996,['f92v5'],395,499994,['f92v0'],320,499998,['f96v1'],384,499989,"['f94v1', 'f94v2', 'f94v3']",459,500000,[],383,499999,['f86v0'],306,499996,['f89v0'],467,500000,[],277,500000,[],368,499993,"['f85v6', 'f103v8']",481,500000,[],375,500000,[],453,500000,[],437,500000,[],161,500000,[],452,499995,"['f101v0', 'f87v1']",380,499993,['f85v0'],106,500000,[],485,500000,[],375,500000,[],114,499974,"['f99v8', 'f102v2', 'f102v4', 'f103v0']",165,500000,[],395,499987,"['f89v7', 'f98v0']",453,500000,[],123,500000,[],327,500000,[],338,499996,"['f93v0', 'f104v0']",420,499990,"['f104v2', 'f87v0']",231,499990,"['f96v0', 'f84v0']",164,499998,['f86v8'],112,499999,['f84v8']
t,220.0,139,499831,"['f85v1', 'f85v2', 'f85v3', 'f85v4', 'f85v5', 'f92v1', 'f92v2', 'f92v4', 'f89v2', 'f89v3', 'f89v4', 'f89v5', 'f89v6', 'f96v2', 'f96v3', 'f96v4', 'f96v5', 'f96v6', 'f98v1', 'f98v2', 'f103v5', 'f103v6', 'f104v4', 'f104v5', 'f84v1', 'f84v2', 'f84v5', 'f84v6', 'f84v7', 'f86v1', 'f86v2', 'f93v1', 'f93v2', 'f93v3', 'f93v4']",131,499863,"['f92v3', 'f89v1', 'f98v3', 'f98v4', 'f98v5', 'f98v6', 'f98v7', 'f101v1', 'f101v2', 'f101v3', 'f101v4', 'f101v5', 'f103v1', 'f103v2', 'f103v3', 'f103v4', 'f103v7', 'f104v1', 'f104v3', 'f104v6', 'f104v7', 'f84v3', 'f84v4', 'f86v3', 'f93v5', 'f93v6']",354,499938,"['f101v6', 'f101v7', 'f101v8', 'f86v4', 'f86v5', 'f86v6', 'f86v7', 'f87v2', 'f87v3', 'f87v4', 'f87v5']",426,499997,['f87v6'],434,499977,"['f99v2', 'f99v3', 'f99v4', 'f87v7']",260,499972,"['f99v1', 'f99v5', 'f102v0', 'f102v1', 'f102v3']",488,499986,"['f94v4', 'f99v6', 'f99v7']",289,500000,[],487,499997,['f95v3'],335,499994,['f98v8'],293,500000,[],422,499998,['f101v9'],168,500000,[],168,499994,"['f94v0', 'f99v0']",497,500000,[],150,500000,[],335,499988,"['f95v0', 'f95v1', 'f95v2', 'f95v4']",392,499996,['f92v5'],395,499994,['f92v0'],320,499998,['f96v1'],384,499989,"['f94v1', 'f94v2', 'f94v3']",459,500000,[],383,499999,['f86v0'],306,499996,['f89v0'],467,500000,[],277,500000,[],368,499993,"['f85v6', 'f103v8']",481,500000,[],375,500000,[],453,500000,[],437,500000,[],161,500000,[],452,499995,"['f101v0', 'f87v1']",380,499993,['f85v0'],106,500000,[],485,500000,[],375,500000,[],114,499974,"['f99v8', 'f102v2', 'f102v4', 'f103v0']",165,500000,[],395,499987,"['f89v7', 'f98v0']",453,500000,[],123,500000,[],327,500000,[],338,499996,"['f104v0', 'f93v0']",420,499990,"['f104v2', 'f87v0']",231,499990,"['f96v0', 'f84v0']",164,499998,['f86v8'],112,499999,['f84v8']
