SOLVER_TIME,SOLVER_RESUALT,SOLVER_RESUALT_NODE,SOLVER_RESUALT_LINK,SOLVER_ACTIONS,SOLVER_REWARD,LEARN_LR,LEARN_LOSS,LEARN_ACTOR_LOSS,LEARN_CRITIC_LOSS,LEARN_ENTROPY_LOSS,LEARN_LOGPROB,LEARN_RETURN
1.0,False,True,False,[np.int64(16)],-8.999999999999984,,,,,,,
1.0,True,True,True,"[np.int64(25), np.int64(29), np.int64(22), np.int64(19), np.int64(19), np.int64(27), np.int64(27)]",1.8571428571428585,,,,,,,
1.0,False,True,False,"[np.int64(1), np.int64(1)]",-7.833333333333338,,,,,,,
1.0,False,True,False,"[np.int64(24), np.int64(16)]",-7.833333333333338,,,,,,,
1.0,True,True,True,"[np.int64(3), np.int64(3), np.int64(7), np.int64(21), np.int64(14), np.int64(1)]",2.1666666666666665,,,,,,,
1.0,True,True,True,"[np.int64(27), np.int64(27), np.int64(9), np.int64(9), np.int64(9), np.int64(14)]",2.166666666666666,,,,,,,
1.0,False,True,False,[np.int64(5)],-9.000000000000002,,,,,,,
1.0,False,True,False,"[np.int64(25), np.int64(13), np.int64(25), np.int64(25), np.int64(25)]",-4.555555555555548,,,,,,,
1.0,False,True,False,[np.int64(16)],-8.999999999999984,,,,,,,
1.0,False,True,False,[np.int64(4)],-9.0,,,,,,,
1.0,False,True,False,[np.int64(2)],-8.999999999999984,,,,,,,
1.0,False,True,False,"[np.int64(24), np.int64(29), np.int64(29), np.int64(29)]",-5.400000000000003,,,,,,,
1.0,False,True,False,"[np.int64(12), np.int64(8), np.int64(8), np.int64(14), np.int64(12), np.int64(12), np.int64(12)]",-2.3333333333333366,,,,,,,
1.0,False,True,False,"[np.int64(21), np.int64(12), np.int64(12), np.int64(12)]",-5.625,,,,,,,
1.0,False,True,False,[np.int64(23)],-9.000000000000005,,,,,,,
1.0,True,True,True,"[np.int64(16), np.int64(24), np.int64(29), np.int64(29), np.int64(0), np.int64(22), np.int64(6), np.int64(6), np.int64(6), np.int64(6)]",7.100000000000005,,,,,,,
,,,,,,0.001,0.44916028,-0.014256493,0.87080413,2.8014705,-2.999308,0.9330551
1.0,False,True,False,"[np.int64(3), np.int64(6), np.int64(3), np.int64(6)]",-5.571428571428573,,,,,,,
1.0,False,True,False,[np.int64(16)],-9.0,,,,,,,
1.0,False,True,False,"[np.int64(3), np.int64(6), np.int64(15), np.int64(15)]",-5.500000000000001,,,,,,,
1.0,False,True,False,"[np.int64(18), np.int64(7)]",-7.857142857142866,,,,,,,
1.0,False,True,False,"[np.int64(22), np.int64(22), np.int64(22), np.int64(0), np.int64(0), np.int64(22)]",-3.4444444444444478,,,,,,,
1.0,False,True,False,"[np.int64(28), np.int64(28)]",-7.899999999999989,,,,,,,
1.0,False,True,False,"[np.int64(7), np.int64(18), np.int64(18)]",-6.77777777777777,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6), np.int64(6), np.int64(3), np.int64(6), np.int64(3)]",-3.5000000000000058,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(3), np.int64(7), np.int64(18)]",-5.571428571428572,,,,,,,
1.0,False,True,False,[np.int64(2)],-9.000000000000002,,,,,,,
1.0,False,True,False,"[np.int64(0), np.int64(22), np.int64(22), np.int64(0), np.int64(0)]",-4.6,,,,,,,
1.0,False,True,False,"[np.int64(24), np.int64(24)]",-7.899999999999988,,,,,,,
1.0,True,True,True,"[np.int64(15), np.int64(15), np.int64(29), np.int64(22), np.int64(22), np.int64(22)]",3.0000000000000013,,,,,,,
1.0,False,True,False,"[np.int64(3), np.int64(6), np.int64(3)]",-6.66666666666667,,,,,,,
1.0,False,True,False,"[np.int64(7), np.int64(18), np.int64(18)]",-6.799999999999993,,,,,,,
1.0,False,True,False,"[np.int64(3), np.int64(6), np.int64(0), np.int64(22)]",-5.571428571428572,,,,,,,
1.0,False,True,False,[np.int64(2)],-9.000000000000005,,,,,,,
1.0,False,True,False,[np.int64(2)],-9.0,,,,,,,
1.0,False,True,False,"[np.int64(7), np.int64(18), np.int64(18)]",-6.714285714285719,,,,,,,
1.0,False,True,False,[np.int64(2)],-9.000000000000005,,,,,,,
1.0,False,True,False,[np.int64(13)],-8.999999999999984,,,,,,,
1.0,False,True,True,"[np.int64(11), np.int64(0), np.int64(29), np.int64(29)]",-5.4444444444444375,,,,,,,
1.0,False,True,False,"[np.int64(1), np.int64(2), np.int64(2)]",-6.75,,,,,,,
1.0,False,True,False,"[np.int64(12), np.int64(21), np.int64(12), np.int64(29), np.int64(29), np.int64(24)]",-3.5000000000000018,,,,,,,
1.0,False,True,False,"[np.int64(27), np.int64(10), np.int64(10), np.int64(0), np.int64(0)]",-4.333333333333337,,,,,,,
1.0,False,True,False,"[np.int64(24), np.int64(24), np.int64(29), np.int64(29), np.int64(29)]",-4.600000000000003,,,,,,,
1.0,False,True,False,"[np.int64(18), np.int64(7)]",-7.888888888888877,,,,,,,
1.0,False,True,False,[np.int64(5)],-9.000000000000002,,,,,,,
1.0,False,True,False,[np.int64(24)],-9.000000000000002,,,,,,,
1.0,False,True,False,"[np.int64(7), np.int64(18), np.int64(18)]",-6.666666666666671,,,,,,,
1.0,False,True,False,"[np.int64(22), np.int64(0), np.int64(0), np.int64(11), np.int64(11)]",-4.6,,,,,,,
1.0,False,True,False,[np.int64(2)],-9.000000000000002,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(3), np.int64(10), np.int64(9)]",-5.6666666666666625,,,,,,,
1.0,False,True,False,[np.int64(28)],-9.0,,,,,,,
1.0,False,True,False,"[np.int64(2), np.int64(2)]",-7.857142857142865,,,,,,,
1.0,False,True,False,"[np.int64(7), np.int64(7), np.int64(18), np.int64(18)]",-5.666666666666663,,,,,,,
1.0,False,True,False,"[np.int64(17), np.int64(2)]",-7.888888888888877,,,,,,,
1.0,False,True,False,[np.int64(2)],-9.000000000000005,,,,,,,
1.0,False,True,False,"[np.int64(2), np.int64(12), np.int64(12), np.int64(12), np.int64(8)]",-4.555555555555556,,,,,,,
1.0,True,True,True,"[np.int64(3), np.int64(6), np.int64(3), np.int64(6), np.int64(15)]",0.8000000000000003,,,,,,,
1.0,False,True,False,"[np.int64(23), np.int64(22), np.int64(22), np.int64(0), np.int64(0)]",-4.333333333333331,,,,,,,
1.0,True,True,True,"[np.int64(12), np.int64(12), np.int64(12), np.int64(29), np.int64(29), np.int64(24)]",-2.999999999999998,,,,,,,
1.0,False,True,False,[np.int64(29)],-8.999999999999984,,,,,,,
1.0,False,True,False,"[np.int64(2), np.int64(2)]",-7.857142857142865,,,,,,,
1.0,False,True,False,"[np.int64(16), np.int64(2)]",-7.857142857142865,,,,,,,
1.0,False,True,False,"[np.int64(2), np.int64(2)]",-7.833333333333338,,,,,,,
1.0,False,True,False,"[np.int64(2), np.int64(2)]",-7.857142857142866,,,,,,,
1.0,False,True,False,"[np.int64(12), np.int64(12), np.int64(8), np.int64(8)]",-5.500000000000001,,,,,,,
1.0,False,True,False,"[np.int64(22), np.int64(22), np.int64(0), np.int64(0), np.int64(0)]",-4.333333333333336,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(9)]",-7.800000000000004,,,,,,,
1.0,False,True,False,[np.int64(2)],-8.999999999999984,,,,,,,
1.0,False,True,False,[np.int64(16)],-8.999999999999984,,,,,,,
1.0,False,True,False,"[np.int64(10), np.int64(23)]",-7.875,,,,,,,
1.0,False,True,False,"[np.int64(16), np.int64(2)]",-7.800000000000004,,,,,,,
1.0,False,True,False,[np.int64(9)],-9.0,,,,,,,
1.0,False,True,False,"[np.int64(24), np.int64(2), np.int64(2)]",-6.799999999999994,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11), np.int64(25), np.int64(9)]",-5.699999999999998,,,,,,,
1.0,False,True,False,"[np.int64(2), np.int64(2)]",-7.857142857142865,,,,,,,
1.0,False,True,False,"[np.int64(2), np.int64(2), np.int64(11), np.int64(17), np.int64(11)]",-4.555555555555556,,,,,,,
1.0,False,True,False,[np.int64(16)],-9.000000000000005,,,,,,,
1.0,False,True,False,"[np.int64(12), np.int64(20), np.int64(1), np.int64(14)]",-5.625,,,,,,,
1.0,False,True,False,"[np.int64(29), np.int64(2), np.int64(16)]",-6.77777777777777,,,,,,,
1.0,False,True,False,"[np.int64(0), np.int64(22), np.int64(22), np.int64(0), np.int64(11), np.int64(9)]",-3.2857142857142834,,,,,,,
1.0,False,True,False,"[np.int64(22), np.int64(22), np.int64(0), np.int64(0), np.int64(0)]",-4.428571428571429,,,,,,,
