Event,Time,SfcId,Result,Resource,Vnffgs,Reason
I,0.0,,,"[np.int64(600), np.int64(600), np.int64(23200)]",,
+,1.0,0,False,"[np.int64(600), np.int64(600), np.int64(23200)]",[],SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,1,True,"[np.int64(582), np.int64(582), np.int64(22030)]",[1],
+,1.0,2,True,"[np.int64(565), np.int64(565), np.int64(21489)]","[1, 2]",
+,1.0,3,True,"[np.int64(542), np.int64(545), np.int64(20323)]","[1, 2, 3]",
+,1.0,4,False,"[np.int64(542), np.int64(545), np.int64(20323)]","[1, 2, 3]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,5,True,"[np.int64(515), np.int64(522), np.int64(19293)]","[1, 2, 3, 5]",
+,1.0,6,False,"[np.int64(515), np.int64(522), np.int64(19293)]","[1, 2, 3, 5]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,7,False,"[np.int64(515), np.int64(522), np.int64(19293)]","[1, 2, 3, 5]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,8,False,"[np.int64(515), np.int64(522), np.int64(19293)]","[1, 2, 3, 5]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,9,False,"[np.int64(515), np.int64(522), np.int64(19293)]","[1, 2, 3, 5]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,10,False,"[np.int64(515), np.int64(522), np.int64(19293)]","[1, 2, 3, 5]",SOLUTION_TYPE.SET_FAILED_FOR_LINK_BAND
+,1.0,11,False,"[np.int64(515), np.int64(522), np.int64(19293)]","[1, 2, 3, 5]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,12,True,"[np.int64(500), np.int64(504), np.int64(17959)]","[1, 2, 3, 5, 12]",
+,1.0,13,False,"[np.int64(500), np.int64(504), np.int64(17959)]","[1, 2, 3, 5, 12]",SOLUTION_TYPE.SET_FAILED_FOR_LINK_BAND
+,1.0,14,False,"[np.int64(500), np.int64(504), np.int64(17959)]","[1, 2, 3, 5, 12]",SOLUTION_TYPE.SET_FAILED_FOR_LINK_BAND
+,1.0,15,True,"[np.int64(479), np.int64(484), np.int64(17083)]","[1, 2, 3, 5, 12, 15]",
+,1.0,16,True,"[np.int64(457), np.int64(461), np.int64(16149)]","[1, 2, 3, 5, 12, 15, 16]",
+,1.0,17,True,"[np.int64(434), np.int64(436), np.int64(15394)]","[1, 2, 3, 5, 12, 15, 16, 17]",
+,1.0,18,True,"[np.int64(412), np.int64(418), np.int64(14685)]","[1, 2, 3, 5, 12, 15, 16, 17, 18]",
+,1.0,19,True,"[np.int64(402), np.int64(403), np.int64(13879)]","[1, 2, 3, 5, 12, 15, 16, 17, 18, 19]",
+,1.0,20,False,"[np.int64(402), np.int64(403), np.int64(13879)]","[1, 2, 3, 5, 12, 15, 16, 17, 18, 19]",SOLUTION_TYPE.SET_FAILED_FOR_NODE_CPU
+,1.0,21,True,"[np.int64(383), np.int64(384), np.int64(13105)]","[1, 2, 3, 5, 12, 15, 16, 17, 18, 19, 21]",
