SOLVER_TIME,SOLVER_RESUALT,SOLVER_RESUALT_NODE,SOLVER_RESUALT_LINK,SOLVER_ACTIONS,SOLVER_REWARD,LEARN_LR,LEARN_LOSS,LEARN_ACTOR_LOSS,LEARN_CRITIC_LOSS,LEARN_ENTROPY_LOSS,LEARN_LOGPROB,LEARN_RETURN
1.0,False,True,False,"[np.int64(6), np.int64(6), np.int64(6)]",-6.714285714285719,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.833333333333338,,,,,,,
1.0,False,True,False,"[np.int64(23), np.int64(23), np.int64(23)]",-6.799999999999994,,,,,,,
1.0,False,True,False,"[np.int64(24), np.int64(22), np.int64(22), np.int64(28), np.int64(24), np.int64(22), np.int64(26)]",-2.400000000000004,,,,,,,
1.0,True,True,True,"[np.int64(28), np.int64(28), np.int64(28), np.int64(24), np.int64(28)]",-0.8000000000000012,,,,,,,
,,,,,,0.001,0.7244549,-0.030533558,1.4588634,2.5556722,-2.7716682,0.7388156
1.0,False,True,False,[np.int64(16)],-8.999999999999984,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6), np.int64(6), np.int64(6)]",-5.625,,,,,,,
1.0,False,True,False,"[np.int64(7), np.int64(7), np.int64(18)]",-6.799999999999989,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6), np.int64(6)]",-6.799999999999994,,,,,,,
1.0,False,True,False,[np.int64(28)],-9.0,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.888888888888877,,,,,,,
1.0,False,True,False,[np.int64(11)],-8.999999999999984,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.875,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6), np.int64(6)]",-6.600000000000003,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6), np.int64(6)]",-6.77777777777777,,,,,,,
1.0,False,True,False,"[np.int64(7), np.int64(18), np.int64(18), np.int64(10)]",-5.625,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.833333333333338,,,,,,,
1.0,False,True,False,[np.int64(11)],-9.0,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.888888888888877,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6), np.int64(6)]",-6.799999999999994,,,,,,,
1.0,False,True,False,"[np.int64(26), np.int64(19), np.int64(16)]",-6.77777777777777,,,,,,,
1.0,False,True,False,"[np.int64(29), np.int64(29), np.int64(15), np.int64(15)]",-5.400000000000003,,,,,,,
1.0,False,True,False,[np.int64(6)],-8.999999999999984,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.833333333333338,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6)]",-7.857142857142865,,,,,,,
1.0,False,True,False,"[np.int64(29), np.int64(1), np.int64(1)]",-6.75,,,,,,,
1.0,False,True,False,"[np.int64(28), np.int64(24), np.int64(24), np.int64(24)]",-5.699999999999996,,,,,,,
1.0,False,True,False,[np.int64(11)],-9.0,,,,,,,
1.0,False,True,False,"[np.int64(19), np.int64(16)]",-7.899999999999989,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6), np.int64(6), np.int64(6)]",-5.666666666666663,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6)]",-7.899999999999989,,,,,,,
1.0,False,True,False,"[np.int64(1), np.int64(19)]",-7.888888888888877,,,,,,,
1.0,False,True,False,"[np.int64(19), np.int64(1), np.int64(15), np.int64(15)]",-5.699999999999985,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.888888888888877,,,,,,,
1.0,False,True,False,[np.int64(12)],-8.999999999999984,,,,,,,
1.0,False,True,False,[np.int64(11)],-9.000000000000005,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6)]",-7.833333333333338,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.857142857142865,,,,,,,
1.0,False,True,False,"[np.int64(15), np.int64(29), np.int64(29)]",-6.714285714285719,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.875,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.833333333333338,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6), np.int64(6)]",-6.714285714285719,,,,,,,
1.0,False,True,False,"[np.int64(6), np.int64(6), np.int64(6)]",-6.75,,,,,,,
1.0,False,True,False,"[np.int64(11), np.int64(11)]",-7.888888888888877,,,,,,,
1.0,False,True,False,"[np.int64(26), np.int64(22), np.int64(29), np.int64(15), np.int64(29), np.int64(26)]",-3.500000000000004,,,,,,,
